       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N64    1.0     64.0     0.838784                 0.831568          0.554390                      0.831244          0.000847                      0.000247          0.445610                      0.168756    0.183681            1.793132e-01   0.744445               0.732724      0.788810                  0.777869        0.353115                    0.273297  220.108694           336.899997
L2N64    2.0     64.0     0.839552                 0.831414          0.640648                      0.804484          0.000297                      0.002770          0.359352                      0.195516    0.226113            2.033588e-01   0.752137               0.753311      0.787322                  0.771584        0.335105                    0.331853  283.355926           409.424594
L3N64    3.0     64.0     0.839398                 0.815600          0.590416                      0.838701          0.001362                      0.000133          0.409584                      0.161299    0.211927            2.523309e-01   0.749205               0.768593      0.788135                  0.749047        0.334698                    0.293329  225.171598           489.262988
L4N64    4.0     64.0     0.837709                 0.831721          0.602931                      0.820420          0.000596                      0.001194          0.397069                      0.179580    0.201987            1.671736e-01   0.750270               0.714533      0.784219                  0.787783        0.327211                    0.268855  403.683456           568.113041
L5N64    5.0     64.0     0.836327                 0.831568          0.500647                      0.734649          0.001406                      0.000009          0.499353                      0.265351    0.146412            1.684407e-01   0.728455               0.724667      0.791212                  0.781493        0.358295                    0.346794  462.642654           645.072533
L1N32    1.0     32.0     0.838477                 0.825580          0.579367                      0.763446          0.000759                      0.000236          0.420633                      0.236554    0.185556            2.153114e-01   0.752736               0.766672      0.784918                  0.761287        0.364847                    0.293845  147.546487           327.780437
L2N32    2.0     32.0     0.837095                 0.825580          0.551542                      0.713802          0.000360                      0.004149          0.448458                      0.286198    0.156823            1.867518e-01   0.724823               0.742936      0.795559                  0.763421        0.334109                    0.341204  273.448077           403.624344
L3N32    3.0     32.0     0.836327                 0.831875          0.490536                      0.758168          0.000444                      0.004124          0.509464                      0.241832    0.152231            1.769915e-01   0.718438               0.735758      0.798029                  0.777358        0.349460                    0.320657  333.466183           485.302784
L4N32    4.0     32.0     0.835560                 0.807155          0.520291                      0.605323          0.000154                      0.001276          0.479709                      0.394677    0.168473            2.190400e-01   0.743628               0.763685      0.782186                  0.739373        0.331613                    0.416423  332.296135           548.952673
L5N32    5.0     32.0     0.834178                 0.831107          0.529803                      0.647233          0.003178                      0.001322          0.470197                      0.352767    0.181089            1.779515e-01   0.742936               0.753327      0.779573                  0.771051        0.370828                    0.345812  442.414455           623.530669
L1N16    1.0     16.0     0.840166                 0.829265          0.655461                      0.454269          0.000826                      0.002865          0.344539                      0.545731    0.224450            1.214441e-01   0.739258               0.739918      0.794604                  0.770772        0.350122                    0.359970  212.900056           324.989515
L2N16    2.0     16.0     0.835406                 0.828804          0.362511                      0.731655          0.001016                      0.000888          0.637489                      0.268345    0.141746            1.999307e-01   0.717831               0.747019      0.795817                  0.768268        0.351646                    0.319244  269.295292           314.348771
L3N16    3.0     16.0     0.837402                 0.829725          0.564416                      0.548735          0.000970                      0.000000          0.435584                      0.451265    0.169672            1.341386e-01   0.729598               0.716485      0.793285                  0.781299        0.319349                    0.322827  321.312834           470.597495
L4N16    4.0     16.0     0.834485                 0.782282          0.359979                      0.194411          0.001074                      0.000556          0.640021                      0.805589    0.113732            5.967008e-02   0.721144               0.561769      0.790936                  0.776311        0.357297                    0.471470  381.558426           543.264143
L5N16    5.0     16.0     0.833564                 0.824505          0.426266                      0.592084          0.002633                      0.003668          0.573734                      0.407916    0.143083            1.796883e-01   0.730772               0.727855      0.783223                  0.764857        0.376063                    0.354983  433.706251           495.054457
L1N8     1.0      8.0     0.833717                 0.827269          0.368918                      0.341961          0.001398                      0.000000          0.631082                      0.658039    0.139320            7.188403e-02   0.726300               0.708117      0.785876                  0.779814        0.361515                    0.347230  212.903244           326.638590
L2N8     2.0      8.0     0.836942                 0.798096          0.467033                      0.257291          0.001181                      0.001956          0.532967                      0.742709    0.188468            6.933099e-02   0.750854               0.609857      0.782479                  0.772853        0.345870                    0.384433  267.315358           394.987265
L3N8     3.0      8.0     0.832335                 0.825887          0.425915                      0.515553          0.000601                      0.000000          0.574085                      0.484447    0.125734            1.218146e-01   0.711671               0.720708      0.791536                  0.770164        0.359650                    0.329904  322.849080           512.208671
L4N8     4.0      8.0     0.832489                 0.759251          0.310150                      0.000418          0.000000                      0.000000          0.689850                      0.999582    0.100111            9.797410e-06   0.713079               0.500000      0.790945                  0.379625        0.347549                    0.575833  292.471235           580.142483
L5N8     5.0      8.0     0.759251                 0.759251          0.000000                      0.000417          0.000000                      0.000000          1.000000                      0.999583    0.000000            6.406150e-08   0.500000               0.500000      0.379625                  0.379625        0.570968                    0.579320  456.846998           649.099567
L1N4     1.0      4.0     0.830800                 0.759251          0.379179                      0.380064          0.000000                      0.000000          0.620821                      0.619936    0.134381            4.646877e-02   0.730477               0.500000      0.777093                  0.379625        0.383639                    0.388104  228.835534           345.925873
L2N4     2.0      4.0     0.832335                 0.759251          0.463436                      0.008758          0.000000                      0.000000          0.536564                      0.991242    0.111850            4.136173e-05   0.709058               0.500000      0.793549                  0.379625        0.355389                    0.515060  212.692131           415.351557
L3N4     3.0      4.0     0.821741                 0.759251          0.413889                      0.037929          0.000000                      0.000000          0.586111                      0.962071    0.061144            1.825813e-04   0.687709               0.500000      0.778076                  0.379625        0.376350                    0.569041  346.862096           492.615490
L4N4     4.0      4.0     0.836634                 0.759251          0.488659                      0.000000          0.000000                      0.000000          0.511341                      1.000000    0.190230            0.000000e+00   0.745207               0.500000      0.783847                  0.379625        0.330446                    0.515098  390.414609           567.318871
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.000077          0.000000                      0.000000          1.000000                      0.999923    0.000000            2.816256e-05   0.500000               0.500000      0.379625                  0.379625        0.515346                    0.516717  325.710290           641.993330
L1N2     1.0      2.0     0.759251                 0.759251          0.360172                      0.233233          0.000000                      0.000000          0.639828                      0.766767    0.047353            2.971335e-02   0.500000               0.500000      0.379625                  0.379625        0.413236                    0.411144  227.193652           341.547475
L2N2     2.0      2.0     0.824351                 0.759251          0.412470                      0.049940          0.000000                      0.000000          0.587530                      0.950060    0.073847            1.669937e-02   0.700751               0.500000      0.776496                  0.379625        0.392991                    0.503521  282.018400           417.772363
L3N2     3.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.571896                    0.513926  338.311880           475.816741
L4N2     4.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.514804                    0.508993  390.626734           563.259357
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.511420                    0.511639  447.678886           635.423463
