       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N64    1.0     64.0     0.838323                 0.829418          0.465903                      0.778879          0.000474                      0.001636          0.534097                      0.221121    0.172239            1.966958e-01   0.721494               0.755916      0.801493                  0.767802        0.345964                    0.314326  226.429188           343.321958
L2N64    2.0     64.0     0.840166                 0.830646          0.619050                      0.868293          0.000915                      0.002535          0.380950                      0.131707    0.233544            1.885903e-01   0.779762               0.737126      0.781610                  0.774331        0.342596                    0.294395  288.146826           426.223614
L3N64    3.0     64.0     0.837709                 0.824658          0.506279                      0.822870          0.000388                      0.000818          0.493721                      0.177130    0.191622            2.209782e-01   0.752666               0.761275      0.783410                  0.760145        0.355212                    0.289386  350.024120           470.994001
L4N64    4.0     64.0     0.838477                 0.829879          0.557563                      0.785768          0.000663                      0.002789          0.442437                      0.214232    0.221259            1.783503e-01   0.760358               0.731830      0.782606                  0.774579        0.344249                    0.305754  417.349187           594.516452
L5N64    5.0     64.0     0.838016                 0.823430          0.441561                      0.630763          0.000103                      0.005193          0.558439                      0.369237    0.188201            1.298500e-01   0.738931               0.690781      0.789646                  0.780889        0.363420                    0.351834  478.367920           590.637674
L1N32    1.0     32.0     0.839245                 0.822355          0.472589                      0.386331          0.001218                      0.000944          0.527411                      0.613669    0.191673            1.046555e-01   0.762170               0.685936      0.783541                  0.781463        0.362612                    0.331988  222.593536           337.866407
L2N32    2.0     32.0     0.835253                 0.827576          0.374545                      0.707233          0.001253                      0.001757          0.625455                      0.292767    0.140823            2.027586e-01   0.730142               0.760583      0.787572                  0.764420        0.359432                    0.332180  280.452379           413.973872
L3N32    3.0     32.0     0.831875                 0.826194          0.521326                      0.678213          0.000255                      0.000058          0.478674                      0.321787    0.140189            2.014332e-01   0.735975               0.757713      0.777278                  0.762576        0.332291                    0.364805  338.786229           493.192897
L4N32    4.0     32.0     0.832182                 0.825426          0.477349                      0.659267          0.000365                      0.000000          0.522651                      0.340733    0.152565            1.270674e-01   0.722023               0.694926      0.784408                  0.783765        0.337440                    0.361260  386.695750           568.586216
L5N32    5.0     32.0     0.834331                 0.721327          0.437174                      0.478587          0.001623                      0.000545          0.562826                      0.521413    0.166939            9.998998e-02   0.755232               0.773799      0.776324                  0.701530        0.387509                    0.374019  450.669831           759.857353
L1N16    1.0     16.0     0.839245                 0.759251          0.508237                      0.161042          0.000828                      0.000000          0.491763                      0.838958    0.181591            4.414109e-02   0.732989               0.500000      0.795959                  0.379625        0.345792                    0.384093  234.913016           353.559740
L2N16    2.0     16.0     0.835406                 0.828036          0.446963                      0.728327          0.000133                      0.000766          0.553037                      0.271673    0.159904            2.006118e-01   0.729155               0.741940      0.788489                  0.767974        0.332295                    0.290323  286.729595           421.924320
L3N16    3.0     16.0     0.832489                 0.814678          0.486317                      0.399342          0.001858                      0.007084          0.513683                      0.600658    0.164396            9.123466e-02   0.729411               0.661499      0.781368                  0.777879        0.350070                    0.386961  341.062066           446.577073
L4N16    4.0     16.0     0.835560                 0.826961          0.476130                      0.496562          0.000072                      0.000000          0.523870                      0.503438    0.177248            1.141832e-01   0.727514               0.707914      0.789810                  0.779117        0.325755                    0.352281  412.392979           583.753851
L5N16    5.0     16.0     0.826194                 0.759251          0.408164                      0.000352          0.000768                      0.000000          0.591836                      0.999648    0.112156            5.797097e-05   0.698481               0.500000      0.783345                  0.379625        0.354673                    0.535391  458.166632           661.407397
L1N8     1.0      8.0     0.759251                 0.759251          0.303097                      0.372043          0.000000                      0.000000          0.696903                      0.627957    0.040357            4.683127e-02   0.500000               0.500000      0.379625                  0.379625        0.402574                    0.410143  232.194641           298.993171
L2N8     2.0      8.0     0.825119                 0.758637          0.339121                      0.253735          0.000000                      0.000000          0.660879                      0.746265    0.077275            6.077937e-02   0.691240               0.502644      0.785844                  0.598861        0.364860                    0.553827  293.186418           424.245889
L3N8     3.0      8.0     0.826040                 0.820513          0.312993                      0.507698          0.000000                      0.000000          0.687007                      0.492302    0.105363            1.115246e-01   0.724076               0.671003      0.769228                  0.789798        0.389895                    0.329287  341.399637           487.920051
L4N8     4.0      8.0     0.827115                 0.819438          0.421252                      0.384452          0.000000                      0.000491          0.578748                      0.615548    0.111663            9.285141e-02   0.734365               0.731269      0.768148                  0.754776        0.382147                    0.366037  390.431592           442.956940
L5N8     5.0      8.0     0.759251                 0.732074          0.000000                      0.322877          0.000000                      0.000000          1.000000                      0.677123    0.000000            4.063125e-02   0.500000               0.767811      0.379625                  0.699719        0.566860                    0.371676  453.388086           639.648593
L1N4     1.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.517717                    0.514941  225.564545           330.855059
L2N4     2.0      4.0     0.829572                 0.821895          0.227938                      0.384544          0.000000                      0.000000          0.772062                      0.615456    0.107759            1.112134e-01   0.715731               0.747478      0.781335                  0.756874        0.437882                    0.380183  273.842831           312.197345
L3N4     3.0      4.0     0.823891                 0.759251          0.290058                      0.000000          0.000000                      0.000000          0.709942                      1.000000    0.068088            0.000000e+00   0.721354               0.500000      0.765622                  0.379625        0.400068                    0.517616  337.279673           495.437159
L4N4     4.0      4.0     0.759251                 0.759251          0.000000                      0.241805          0.000000                      0.000000          1.000000                      0.758195    0.000000            4.754785e-02   0.500000               0.500000      0.379625                  0.379625        0.572907                    0.361429  392.280236           554.957239
L5N4     5.0      4.0     0.759251                 0.759251          0.003499                      0.000000          0.000000                      0.000000          0.996501                      1.000000    0.000004            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.587064                    0.573900  444.722722           530.960563
L1N2     1.0      2.0     0.759251                 0.818056          0.249566                      0.439183          0.000000                      0.000000          0.750434                      0.560817    0.043208            1.018607e-01   0.500000               0.714898      0.379625                  0.755628        0.418928                    0.354845  222.464846           344.953940
L2N2     2.0      2.0     0.820820                 0.759251          0.292852                      0.000000          0.000000                      0.000000          0.707148                      1.000000    0.085082            0.000000e+00   0.697990               0.500000      0.768665                  0.379625        0.381636                    0.513835  277.461835           405.607563
L3N2     3.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                      0.000000          1.000000                      1.000000    0.000000            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.534453                    0.513081  335.974062           492.503727
L4N2     4.0      2.0     0.759251                 0.759251          0.333756                      0.000000          0.000000                      0.000000          0.666244                      1.000000    0.049947            0.000000e+00   0.500000               0.500000      0.379625                  0.379625        0.380049                    0.513804  368.334839           574.710609
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000032          0.000000                      0.000000          1.000000                      0.999968    0.000000            8.144413e-07   0.500000               0.500000      0.379625                  0.379625        0.514064                    0.511004  461.615386           639.029030
