       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N64    1.0     64.0     0.840166                 0.829418          0.528176                      0.872304          0.000334                      0.002383          0.471824                      0.127696    0.198831            1.866092e-01   0.752759               0.731527      0.788362                  0.773715        0.349888                    0.301097  176.732386           349.024194
L2N64    2.0     64.0     0.841855                 0.824044          0.556399                      0.754668          0.000977                      0.002761          0.443601                      0.245332    0.220652            1.543197e-01   0.747338               0.701638      0.794400                  0.775108        0.353079                    0.310281  289.502013           424.162035
L3N64    3.0     64.0     0.837709                 0.821588          0.517572                      0.729066          0.001585                      0.004344          0.482428                      0.270934    0.200750            2.090223e-01   0.726316               0.764043      0.796216                  0.755974        0.355061                    0.330497  352.020093           502.637945
L4N64    4.0     64.0     0.840473                 0.829265          0.549479                      0.849765          0.000733                      0.001227          0.450521                      0.150235    0.199471            1.778159e-01   0.753832               0.722279      0.788593                  0.777185        0.343163                    0.251181  415.755956           466.862100
L5N64    5.0     64.0     0.838938                 0.828036          0.440860                      0.742725          0.000333                      0.007821          0.559140                      0.257275    0.175424            1.769946e-01   0.744328               0.728439      0.789204                  0.771904        0.349174                    0.373246  476.265734           661.239833
L1N32    1.0     32.0     0.835406                 0.828190          0.406848                      0.771732          0.000220                      0.001193          0.593152                      0.228268    0.151634            2.080085e-01   0.730244               0.760769      0.787893                  0.765328        0.333070                    0.299613  223.573245           340.032146
L2N32    2.0     32.0     0.836481                 0.829725          0.426032                      0.786949          0.000731                      0.003962          0.573968                      0.213051    0.160059            1.887026e-01   0.734000               0.731076      0.788510                  0.774531        0.349375                    0.335962  288.875738           301.383331
L3N32    3.0     32.0     0.836020                 0.829572          0.449312                      0.870708          0.000960                      0.001449          0.550688                      0.129292    0.172473            2.168989e-01   0.743496               0.751227      0.783207                  0.768804        0.352963                    0.273427  342.648206           493.909431
L4N32    4.0     32.0     0.840934                 0.825733          0.581459                      0.644895          0.001082                      0.000002          0.418541                      0.355105    0.212614            1.334007e-01   0.740852               0.691426      0.795594                  0.787674        0.336557                    0.302621  400.002780           569.315057
L5N32    5.0     32.0     0.838630                 0.830339          0.522514                      0.760364          0.001283                      0.000014          0.477486                      0.239636    0.209609            1.929700e-01   0.746522               0.757830      0.787583                  0.769026        0.345958                    0.353387  458.532553           529.701769
L1N16    1.0     16.0     0.836174                 0.812989          0.534914                      0.192368          0.000698                      0.000000          0.465086                      0.807632    0.194085            6.132768e-02   0.754486               0.653200      0.779902                  0.780710        0.347229                    0.395984  221.256023           336.642714
L2N16    2.0     16.0     0.834638                 0.827576          0.426595                      0.637473          0.000445                      0.001161          0.573405                      0.362527    0.152884            2.008349e-01   0.740191               0.749259      0.781548                  0.765759        0.371299                    0.330533  279.213315           410.668729
L3N16    3.0     16.0     0.829111                 0.823737          0.378429                      0.685245          0.002760                      0.000371          0.621571                      0.314755    0.124430            1.845467e-01   0.705846               0.765677      0.786472                  0.758816        0.381432                    0.320411  335.561404           495.794313
L4N16    4.0     16.0     0.826808                 0.794411          0.354480                      0.567409          0.000494                      0.000000          0.645520                      0.432591    0.098416            1.675493e-01   0.696707               0.769447      0.786605                  0.729388        0.339521                    0.328252  349.113721           559.622132
L5N16    5.0     16.0     0.824044                 0.759251          0.387305                      0.000867          0.000266                      0.000003          0.612695                      0.999133    0.097081            1.225770e-04   0.684870               0.500000      0.788068                  0.379625        0.348607                    0.540848  448.942236           632.262505
L1N8     1.0      8.0     0.832489                 0.773683          0.387047                      0.378557          0.000000                      0.000000          0.612953                      0.621443    0.134514            7.287107e-02   0.733331               0.546960      0.779642                  0.732552        0.389370                    0.391500  226.056547           274.394655
L2N8     2.0      8.0     0.831568                 0.759251          0.305009                      0.004522          0.002269                      0.000000          0.694991                      0.995478    0.106320            4.080662e-06   0.713561               0.500000      0.788014                  0.379625        0.387814                    0.550827  281.275738           411.307189
L3N8     3.0      8.0     0.835406                 0.759251          0.491473                      0.000014          0.001676                      0.000000          0.508527                      0.999986    0.184603            3.633202e-09   0.747665               0.500000      0.780463                  0.379625        0.339380                    0.566773  337.748128           486.155730
L4N8     4.0      8.0     0.833717                 0.822969          0.420026                      0.598738          0.002792                      0.000486          0.579974                      0.401262    0.150773            1.152686e-01   0.730002               0.690695      0.783957                  0.779538        0.390035                    0.327407  391.559022           566.675682
L5N8     5.0      8.0     0.826040                 0.759251          0.373202                      0.000000          0.000178                      0.000000          0.626798                      1.000000    0.101133            0.000000e+00   0.738666               0.500000      0.765067                  0.379625        0.423656                    0.572891  379.072567           632.711847
L1N4     1.0      4.0     0.828036                 0.778904          0.389628                      0.376287          0.000000                      0.000000          0.610372                      0.623713    0.143645            7.207842e-02   0.732576               0.753138      0.770506                  0.712976        0.382245                    0.391914  219.404372           333.419333
