       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N64    1.0     64.0     0.834638                 0.828190          0.914256                      0.840130          0.113901                  1.065731e-04          0.085744                      0.159870    0.649051                0.220029   0.711446               0.719612      0.798611                  0.775909        0.345863                    0.270131  207.286066           336.209472
L2N64    2.0     64.0     0.843083                 0.807769          0.962968                      0.829861          0.131898                  1.051307e-03          0.037032                      0.170139    0.772072                0.295778   0.766440               0.762565      0.789510                  0.739818        0.334079                    0.308623  287.759846           417.791032
L3N64    3.0     64.0     0.840319                 0.824351          0.904573                      0.828966          0.041511                  1.417458e-03          0.095427                      0.171034    0.607122                0.231723   0.742843               0.708809      0.793074                  0.771913        0.335213                    0.317434  352.029594           495.529442
L4N64    4.0     64.0     0.838630                 0.827729          0.852830                      0.813027          0.075947                  3.594756e-04          0.147170                      0.186973    0.537952                0.227742   0.748482               0.723881      0.786793                  0.772981        0.372422                    0.300328  381.832813           573.530647
L5N64    5.0     64.0     0.831414                 0.759251          0.913891                      0.382992          0.000216                  1.445955e-02          0.086109                      0.617008    0.668440                0.185295   0.774434               0.500000      0.769116                  0.379625        0.369524                    0.331037  463.980218           651.215828
L1N32    1.0     32.0     0.839245                 0.791801          0.938015                      0.879125          0.066112                  5.142689e-04          0.061985                      0.120875    0.663974                0.302434   0.730812               0.761413      0.797346                  0.725069        0.338070                    0.324819  220.288432           332.626617
L2N32    2.0     32.0     0.838477                 0.778290          0.911402                      0.360835          0.006093                  1.151562e-04          0.088598                      0.639165    0.580730                0.150336   0.754913               0.551736      0.784198                  0.770794        0.351912                    0.326982  279.532600           378.593527
L3N32    3.0     32.0     0.836481                 0.825733          0.863204                      0.532139          0.070135                  2.418756e-04          0.136796                      0.467861    0.555655                0.176251   0.735742               0.688160      0.787630                  0.790705        0.367126                    0.329222  333.764137           483.625795
L4N32    4.0     32.0     0.837556                 0.820359          0.888405                      0.539493          0.022514                  1.688600e-04          0.111595                      0.460507    0.562157                0.228283   0.732530               0.698558      0.791940                  0.767166        0.354347                    0.338219  396.758445           559.486214
L5N32    5.0     32.0     0.833717                 0.818517          0.770282                      0.502744          0.047387                  1.623809e-03          0.229718                      0.497256    0.400312                0.182007   0.729567               0.665769      0.784173                  0.788073        0.389354                    0.368259  449.970518           627.267854
L1N16    1.0     16.0     0.836788                 0.759251          0.877375                      0.317970          0.069695                  0.000000e+00          0.122625                      0.682030    0.529933                0.134224   0.744655               0.500000      0.784385                  0.379625        0.360068                    0.335079  222.896493           328.727766
L2N16    2.0     16.0     0.832949                 0.825580          0.832146                      0.653125          0.029940                  0.000000e+00          0.167854                      0.346875    0.510314                0.216970   0.747354               0.704609      0.775770                  0.777432        0.361373                    0.307103  270.454604           405.190600
L3N16    3.0     16.0     0.834792                 0.759251          0.887084                      0.425545          0.037077                  0.000000e+00          0.112916                      0.574455    0.556375                0.143510   0.752051               0.500000      0.777969                  0.379625        0.328605                    0.317528  333.195208           363.203056
L4N16    4.0     16.0     0.808997                 0.759251          0.503114                      0.357013          0.000018                  1.788139e-07          0.496886                      0.642987    0.233163                0.150344   0.660589               0.500000      0.758679                  0.379625        0.393124                    0.405708  383.289509           553.665345
L5N16    5.0     16.0     0.815292                 0.759251          0.537150                      0.012694          0.000132                  2.312064e-04          0.462850                      0.987306    0.319695                0.006371   0.723313               0.500000      0.748831                  0.379625        0.416943                    0.566375  437.477688           620.227368
L1N8     1.0      8.0     0.832028                 0.759251          0.721450                      0.360030          0.000000                  0.000000e+00          0.278550                      0.639970    0.413324                0.156056   0.738036               0.500000      0.776856                  0.379625        0.383282                    0.316488  215.493199           205.276102
L2N8     2.0      8.0     0.830646                 0.759251          0.678027                      0.359050          0.000000                  0.000000e+00          0.321973                      0.640950    0.372594                0.113184   0.728198               0.500000      0.777705                  0.379625        0.381887                    0.326031  269.971490           400.533323
L3N8     3.0      8.0     0.827729                 0.759251          0.642967                      0.336245          0.000000                  0.000000e+00          0.357033                      0.663755    0.245896                0.159829   0.722357               0.500000      0.773613                  0.379625        0.360161                    0.326771  329.134058           472.951691
L4N8     4.0      8.0     0.804852                 0.759251          0.576667                      0.431649          0.003677                  3.200769e-05          0.423333                      0.568351    0.366492                0.230653   0.744094               0.500000      0.734104                  0.379625        0.316746                    0.328543  383.935183           550.331880
L5N8     5.0      8.0     0.826347                 0.759251          0.929030                      0.000000          0.012451                  0.000000e+00          0.070970                      1.000000    0.609009                0.000000   0.758685               0.500000      0.762731                  0.379625        0.380061                    0.576814  369.564018           638.426608
L1N4     1.0      4.0     0.831568                 0.759251          0.690826                      0.373594          0.000000                  0.000000e+00          0.309174                      0.626406    0.388701                0.169237   0.737080               0.500000      0.776237                  0.379625        0.374132                    0.336354  226.706705           342.034991
L2N4     2.0      4.0     0.819745                 0.759251          0.637979                      0.484524          0.000000                  0.000000e+00          0.362021                      0.515476    0.337585                0.172578   0.699242               0.500000      0.765260                  0.379625        0.366114                    0.325628  279.685928           416.125873
L3N4     3.0      4.0     0.831107                 0.831568          0.623973                      0.564540          0.000000                  0.000000e+00          0.376027                      0.435460    0.392419                0.189135   0.707596               0.722925      0.791021                  0.782390        0.383700                    0.334058  270.165102           487.186797
L4N4     4.0      4.0     0.759251                 0.759251          0.000000                      0.037096          0.000000                  0.000000e+00          1.000000                      0.962904    0.000000                0.000547   0.500000               0.500000      0.379625                  0.379625        0.515724                    0.574091  391.783390           563.463489
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000    0.000000                0.000000   0.500000               0.500000      0.379625                  0.379625        0.554335                    0.517620  446.560891           534.596095
L1N2     1.0      2.0     0.759251                 0.759251          0.000000                      0.468949          0.000000                  0.000000e+00          1.000000                      0.531051    0.000000                0.149851   0.500000               0.500000      0.379625                  0.379625        0.512683                    0.310592  220.947427           335.100629
L2N2     2.0      2.0     0.759251                 0.759251          0.490733                      0.009394          0.000000                  0.000000e+00          0.509267                      0.990606    0.194037                0.000686   0.500000               0.500000      0.379625                  0.379625        0.415916                    0.510044  278.659681           411.174077
L3N2     3.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000    0.000000                0.000000   0.500000               0.500000      0.379625                  0.379625        0.507352                    0.513872  335.502773           487.264520
L4N2     4.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000    0.000000                0.000000   0.500000               0.500000      0.379625                  0.379625        0.556854                    0.516655  310.560008           557.203984
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000          0.000000                  0.000000e+00          1.000000                      1.000000    0.000000                0.000000   0.500000               0.500000      0.379625                  0.379625        0.513914                    0.513835  445.526183           627.728111
