       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore  BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N64    1.0     64.0     0.838323                 0.826194          0.693755                      0.801953          0.002738                  8.108616e-04          0.306245                      0.198047    0.347864            2.410869e-01   0.741529               0.750962      0.789104                  0.763253        0.331587                    0.291913  228.197005           344.285874
L2N64    2.0     64.0     0.838477                 0.829265          0.722215                      0.815787          0.003555                  8.619010e-03          0.277785                      0.184213    0.354964            1.564537e-01   0.736186               0.711173      0.792171                  0.783276        0.343091                    0.305477  288.635570           424.009489
L3N64    3.0     64.0     0.838016                 0.830032          0.722283                      0.795553          0.004649                  2.048135e-03          0.277717                      0.204447    0.355128            1.854645e-01   0.745028               0.707759      0.786873                  0.787746        0.345795                    0.281091  354.698267           494.046684
L4N64    4.0     64.0     0.838938                 0.830032          0.785790                      0.764045          0.005400                  1.228958e-02          0.214210                      0.235955    0.382060            1.834427e-01   0.747159               0.708630      0.787982                  0.787120        0.340683                    0.307163  341.592776           574.589216
L5N64    5.0     64.0     0.837095                 0.805159          0.672375                      0.925712          0.005158                  5.364418e-07          0.327625                      0.074288    0.322136            3.039582e-01   0.750301               0.771952      0.782969                  0.739043        0.364414                    0.327644  472.373907           659.523316
L1N32    1.0     32.0     0.836327                 0.759251          0.737103                      0.332910          0.007641                  0.000000e+00          0.262897                      0.667090    0.372527            1.035678e-01   0.742610               0.500000      0.784212                  0.379625        0.348941                    0.388651  232.364614           340.770398
L2N32    2.0     32.0     0.837863                 0.825580          0.739781                      0.785610          0.005284                  3.963768e-03          0.260219                      0.214390    0.375262            2.457813e-01   0.733168               0.736403      0.792342                  0.764727        0.338934                    0.296497  240.448318           420.441087
L3N32    3.0     32.0     0.838016                 0.825426          0.727935                      0.701588          0.004946                  2.305210e-03          0.272065                      0.298412    0.321557            1.780836e-01   0.725865               0.709299      0.797366                  0.774344        0.337238                    0.328426  343.267312           502.421734
L4N32    4.0     32.0     0.836942                 0.831107          0.613585                      0.761479          0.004810                  1.656675e-02          0.386415                      0.238521    0.288964            1.896165e-01   0.724940               0.723057      0.795061                  0.781198        0.371028                    0.342637  402.918492           452.031502
L5N32    5.0     32.0     0.830646                 0.808076          0.539415                      0.622836          0.001226                  1.564801e-03          0.460585                      0.377164    0.211203            2.520390e-01   0.722972               0.759936      0.780130                  0.739739        0.336002                    0.332665  453.652264           645.011994
