       Layer  Neurons  BNNAccuracy  BNNFairTrainingAccuracy  BNNMaxDifference  BNNFairTrainingMaxDifference  BNNMinDifference  BNNFairTrainingMinDifference  BNNFairnessScore  BNNFairTrainingFairnessScore    BNNAvgDiff  BNNFairTrainingAvgDiff  BNNRecall  BNNFairTrainingRecall  BNNPrecision  BNNFairTrainingPrecision  BNNMeanEntropy  BNNFairTrainingMeanEntropy     BNNTime  BNNFairTrainingTime
L1N64    1.0     64.0     0.838016                 0.813604          0.236395                      0.794358               0.0                           0.0          0.763605                      0.205642  2.872684e-02                0.181935   0.731745               0.768585      0.793563                  0.746848        0.351336                    0.329427  226.977011           352.506365
L2N64    2.0     64.0     0.836788                 0.832489          0.202692                      0.862862               0.0                           0.0          0.797308                      0.137138  1.889935e-02                0.163395   0.723314               0.737904      0.795756                  0.777863        0.329120                    0.274248  288.769717           399.010278
L3N64    3.0     64.0     0.835253                 0.827729          0.309446                      0.831504               0.0                           0.0          0.690554                      0.168496  3.008775e-02                0.173017   0.721214               0.751320      0.792975                  0.765700        0.315651                    0.295126  348.443712           497.023768
L4N64    4.0     64.0     0.833871                 0.825580          0.283209                      0.804137               0.0                           0.0          0.716791                      0.195863  2.761649e-02                0.152882   0.712247               0.725515      0.795618                  0.767759        0.330428                    0.301724  409.944633           582.364867
L5N64    5.0     64.0     0.836788                 0.824198          0.174849                      0.791364               0.0                           0.0          0.825151                      0.208636  2.910065e-02                0.173260   0.720265               0.753350      0.797970                  0.759911        0.337562                    0.287141  420.989414           657.402051
L1N32    1.0     32.0     0.836174                 0.817903          0.247351                      0.672943               0.0                           0.0          0.752649                      0.327057  2.537304e-02                0.155939   0.720514               0.742671      0.796031                  0.751172        0.348749                    0.312267  223.316068           335.281344
L2N32    2.0     32.0     0.838784                 0.826501          0.249026                      0.610700               0.0                           0.0          0.750974                      0.389300  2.258574e-02                0.128509   0.734863               0.733090      0.793670                  0.767307        0.329535                    0.310131  281.462135           425.857009
L3N32    3.0     32.0     0.837249                 0.823737          0.290097                      0.797156               0.0                           0.0          0.709903                      0.202844  2.583979e-02                0.169460   0.735594               0.724519      0.789521                  0.764297        0.351252                    0.270292  221.490555           483.281823
L4N32    4.0     32.0     0.836174                 0.822816          0.169788                      0.635140               0.0                           0.0          0.830212                      0.364860  3.159157e-02                0.088120   0.723563               0.681013      0.793902                  0.787565        0.348838                    0.332341  397.847359           561.092386
L5N32    5.0     32.0     0.835713                 0.812682          0.168823                      0.480864               0.0                           0.0          0.831177                      0.519136  2.304788e-02                0.134961   0.768555               0.729651      0.776148                  0.743998        0.360607                    0.418600  454.886061           563.623663
L1N16    1.0     16.0     0.833410                 0.822355          0.133631                      0.565244               0.0                           0.0          0.866369                      0.434756  2.738193e-02                0.141323   0.738511               0.742119      0.779579                  0.758147        0.360284                    0.308734  217.117083           330.600505
L2N16    2.0     16.0     0.832028                 0.819438          0.241866                      0.614484               0.0                           0.0          0.758134                      0.385516  1.984894e-02                0.098044   0.711469               0.686410      0.790797                  0.772071        0.341888                    0.347585  273.065507           400.400620
L3N16    3.0     16.0     0.832796                 0.792415          0.103420                      0.539844               0.0                           0.0          0.896580                      0.460156  1.647335e-02                0.212894   0.707619               0.752236      0.796143                  0.723142        0.361364                    0.410248  327.351811           478.067984
L4N16    4.0     16.0     0.832796                 0.818670          0.252314                      0.488711               0.0                           0.0          0.747686                      0.511289  1.940014e-02                0.108706   0.725694               0.734684      0.783938                  0.753031        0.360914                    0.341608  384.086848           546.705219
L5N16    5.0     16.0     0.831721                 0.759251          0.264157                      0.142303               0.0                           0.0          0.735843                      0.857697  2.919165e-02                0.016155   0.727817               0.500000      0.780332                  0.379625        0.313746                    0.472124  437.249158           622.014602
L1N8     1.0      8.0     0.835560                 0.759251          0.198542                      0.186603               0.0                           0.0          0.801458                      0.813397  2.025485e-02                0.016227   0.734700               0.500000      0.785987                  0.379625        0.353273                    0.389912  215.604918           329.701308
L2N8     2.0      8.0     0.832182                 0.824198          0.173347                      0.662598               0.0                           0.0          0.826653                      0.337402  3.735964e-02                0.108471   0.745759               0.710885      0.774748                  0.770522        0.342678                    0.318022  272.189134           283.042427
L3N8     3.0      8.0     0.827269                 0.809304          0.133536                      0.515925               0.0                           0.0          0.866464                      0.484075  1.532922e-02                0.120169   0.688300               0.746590      0.795958                  0.739636        0.363074                    0.311762  396.070343           472.764096
L4N8     4.0      8.0     0.826961                 0.759251          0.168729                      0.000000               0.0                           0.0          0.831271                      1.000000  1.002134e-02                0.000000   0.699639               0.500000      0.784761                  0.379625        0.343568                    0.571600  382.832061           609.107195
L5N8     5.0      8.0     0.759251                 0.822816          0.000542                      0.125066               0.0                           0.0          0.999458                      0.874934  9.615904e-07                0.020483   0.500000               0.702789      0.379625                  0.771205        0.576312                    0.503918  436.741341           619.132679
L1N4     1.0      4.0     0.835253                 0.759251          0.151301                      0.263789               0.0                           0.0          0.848699                      0.736211  1.853082e-02                0.013359   0.741684               0.500000      0.782277                  0.379625        0.379787                    0.392047  213.724044           325.218089
L2N4     2.0      4.0     0.821434                 0.819745          0.147292                      0.144612               0.0                           0.0          0.852708                      0.855388  1.455211e-02                0.023166   0.715598               0.711655      0.762372                  0.760102        0.369661                    0.380337  270.707672           279.919429
L3N4     3.0      4.0     0.759251                 0.759251          0.083732                      0.000000               0.0                           0.0          0.916268                      1.000000  5.264834e-03                0.000000   0.500000               0.500000      0.379625                  0.379625        0.490019                    0.588045  324.121729           469.938006
L4N4     4.0      4.0     0.823891                 0.759251          0.115482                      0.007675               0.0                           0.0          0.884518                      0.992325  5.517797e-03                0.000223   0.715256               0.500000      0.767886                  0.379625        0.388566                    0.546277  380.570029           537.590757
L5N4     5.0      4.0     0.759251                 0.759251          0.000000                      0.003394               0.0                           0.0          1.000000                      0.996606  0.000000e+00                0.000087   0.500000               0.500000      0.379625                  0.379625        0.579094                    0.547499  431.624053           497.964827
L1N2     1.0      2.0     0.759251                 0.759251          0.213385                      0.277185               0.0                           0.0          0.786615                      0.722815  1.488582e-02                0.024127   0.500000               0.500000      0.379625                  0.379625        0.415258                    0.427811  212.199202           328.361643
L2N2     2.0      2.0     0.759251                 0.759251          0.000000                      0.278958               0.0                           0.0          1.000000                      0.721042  0.000000e+00                0.021930   0.500000               0.500000      0.379625                  0.379625        0.513132                    0.424966  269.334435           393.477703
L3N2     3.0      2.0     0.831107                 0.759251          0.132173                      0.000404               0.0                           0.0          0.867827                      0.999596  1.212553e-02                0.000003   0.709991               0.500000      0.789222                  0.379625        0.354269                    0.513114  321.029428           386.398544
L4N2     4.0      2.0     0.759251                 0.759251          0.159917                      0.000000               0.0                           0.0          0.840083                      1.000000  1.067906e-02                0.000000   0.500000               0.500000      0.379625                  0.379625        0.399885                    0.513854  377.540494           539.451421
L5N2     5.0      2.0     0.759251                 0.759251          0.000000                      0.000000               0.0                           0.0          1.000000                      1.000000  0.000000e+00                0.000000   0.500000               0.500000      0.379625                  0.379625        0.519315                    0.512913  432.049389           609.384778
